id,question,answer,score
f391b63b-f5b0-4e5e-912c-fb8aea8d7e49,"70 years old lady underwent Right Radical mastectomy 10 years back, now presents with multiple subcutaneous nodules in right upper limb. Most probable diagnosis is",Lymphangiosarcoma of the lymphedematous arm (Stewart–Treves syndrome) following post-mastectomy lymphedema.,0.9
ad9d3916-9bc4-45ac-b6ea-916c3cd81aba,"A man presents with weakness, pain in upper abdomen, hyperpignientation, arthritis, hyperglycemia and an enlarged palpable liver. Most probable diagnosis is:","Hereditary hemochromatosis (iron overload) — “bronze diabetes” with hyperpigmentation, diabetes, hepatomegaly, arthropathy, and abdominal pain.",1
00de83e8-aabe-4ca8-8259-6e3b65c48b39,A 45-years-old multipara presents with dysmenorrhea and menorrhagia.Uterus is symmetrically enlarged up to 14 weeks. What is the probable diagnosis?,"Adenomyosis—classically presents in multiparous women with dysmenorrhea, menorrhagia, and a uniformly enlarged (about 14‑week) uterus.",1
29c451bf-2c44-4476-9f1b-011ab2690804,"A two-year-old male child was given 8 days of cefaclor of 10 days course. The child developed low grade fever, malaise, lymphadenopathy, irritability, generalized erythematous rash which are mildly pruritic. Most probable diagnosis is",Serum sickness–like reaction due to cefaclor.,0.5
72d0b210-0b89-4f19-a0a1-04769d5c4dc1,19 years male develops painless penile ulcers 9 days after sexual intercourse with a professional sex worker likely diagnosis is –,Primary syphilis (hard chancre due to Treponema pallidum). Painless genital ulcer with incubation around 9–90 days fits best.,0.9
220e02f8-3a73-499e-a578-b1517a9e1f19,"An 18 year old male presented with acute onset descending paralysis of 3 days duration. There is also history of blurring of vision for the same duration. On examination, the patient has quadriparesis with areflexia. Both the pupils are non-reactive. The most probably diagnosis is","Food-borne botulism—acute symmetric descending flaccid paralysis with cranial nerve involvement (blurred vision, fixed nonreactive pupils) and areflexia.",0.8
45cbe1b2-de5b-4851-aa3f-a1d7fd1ab8a2,A 25 year old man presented with fever and cough for two months. CT chest showed bilateral upper lobe fibrosis and mediastinal enlarged necrotic nodes with peripheral rim enhancement. What is the most likely diagnosis?,Pulmonary tuberculosis—post‑primary TB with caseating (rim‑enhancing) mediastinal lymphadenitis.,1
452bc0f8-bc03-465d-864d-8b064a49598b,"An infant has hepatosplenomegaly, hypoglycemia, hyperlipidemia, acidosis and normally structured glycogen deposition in the liver. What is the diagnosis –",Von Gierke disease (Glycogen storage disease type I) due to glucose‑6‑phosphatase deficiency.,1
c262f714-6b1b-40a5-a1c9-2b45aa967ac4,A 25-year-old young adult presented with painless red eye with 10P of 60 mmHg. What is the most likely diagnosis?,"Posner–Schlossman syndrome (glaucomatocyclitic crisis) — a unilateral, painless red eye with very high IOP in a young adult.",1
7f810252-13df-404b-9fca-1ef8fccb8b5b,"After extraction of upper central incisor, patient develops ophthalmoplegia, meningitis and lateral rectus paralysis. The diagnosis is","Cavernous sinus thrombosis (septic).  
The infection spread from the upper incisor region causing CN VI palsy, ophthalmoplegia, and meningitis.",1
b2e6fc90-3183-472d-a657-18e954a103dd,"A homosexual person feels that he is imposed by a female body & persistent discomfort with his sex, diagnosis is -",Gender dysphoria (formerly called gender identity disorder or transsexualism).,0.9
0a1b5435-1667-4b0d-8142-953ca39d49a5,"An adult male patient presented in the OPD with complaints fo cough and fever for 3 months and haemoptysis off and on, His sputum was positive for AFB. On probing it was found that he had already received treatment with RHZE for 3 weeks form a nearby hospital and discotinued. How will you categorize and manage the patient -","Categorize him as a new, microbiologically confirmed pulmonary TB case (prior ATT <1 month). Start standard first-line regimen 2HRZE/4HR (daily FDC under NTEP with adherence support), do baseline Xpert MTB/RIF (DST) and HIV testing, notify and trace contacts, and check sputum at end of IP and end of treatment.",0.7
f0763dfd-0ee2-479d-af69-3dde038bbe68,"A 25 year old male presents with painless sudden loss of vision, ocular and systemic examination is not contributory. What is probable diagnosis –","Retrobulbar optic neuritis (“the patient sees nothing, the doctor sees nothing”) is most likely.",0.5
30a51e42-9e10-4997-91ba-d5fffaa6bf01,25 yrs old labourer 3 yrs back presented with penile ulcer which was not treated. Later he presented with neurological symptoms for which he got treated. Test to monitor response to treatment is-,"Serial quantitative non‑treponemal titers (VDRL/RPR), i.e., monitor fall in VDRL titer.",0.8
f9fb4bd8-38b9-45e8-83fc-99ec541be647,A 25 year old boy presents with renal failure. His uncle died of renal failure three years ago. Slit lamp examination reveals Lenticonus / Keratoconus. The likely diagnosis is:,"Alport syndrome (hereditary nephritis, typically X‑linked), characterized by renal failure with ocular changes like anterior lenticonus.",0
1193d095-ebe1-4d1e-805e-066eb63a1636,"A patient reaches a steady state level of lithium that produces toxic side effects. If he decides to discontinue his medication, how long would it take for his lithium blood levels to reach 25% of his original steady state levels assuming a half life of 22 hours for lithium?","About two half-lives, so roughly 44 hours (≈2 days) to reach 25% of the steady-state level.",1
d59c5285-639c-43fc-8075-156b07780a9a,"A 1-year-old child presented with a swelling in the left flank with episodes of flushing, diarrhea, sweating and bone pain. The diagnosis is -","Neuroblastoma (likely adrenal), with catecholamine/VIP secretion causing flushing, diarrhea, sweating, and bone pain.",1
15d49c66-f26b-49d7-8c27-b9d7435ce22d,A 32 - year- old male psychiatric patient complains that he feels tremors on movement. He is on some medication and feels always thirsty and frequently has to urinate. The most likely drug he is taking is?,Lithium. The intention tremor and marked polydipsia/polyuria (from nephrogenic diabetes insipidus) are classic lithium side effects.,1
a1edd83c-00b6-4131-9e40-c6a49d2539f6,"A 60-year-old women presents with a 2-week history of uterine bleeding. Gynecologic examination reveals an enlarged uterus. The hysterectomy specimen shows a large polypoid mass involving the endometrium and myometrium. Histologic examination reveals malignant glands and malignant stromal elements, including striated muscle and cartilage. What is the appropriate diagnosis?",Uterine carcinosarcoma (malignant mixed Müllerian tumor) with heterologous sarcomatous elements (rhabdomyoblastic and cartilaginous differentiation).,1
3127320e-04d9-462f-81c1-73789b27a6e9,"A 47-year-old man has had dull, constant pain in the midsection of the right thigh for the past 4 months. On physical examination, there is pain on palpation of the anterior right thigh, which worsens with movement. The right thigh appears to have a larger circumference than the left thigh. A radiograph of the right upper leg and pelvis shows no fracture, but there is an ill-defined soft-tissue mass anterior to the femur. MRI shows a 10x8x7 cm solid mass deep to the quadriceps, but it does not involve the femur. Karyotypic analysis of tumor cells reveals t (12;16) (q13; p11) with amplification of the MDM2 gene. What is the most likely diagnosis?","Myxoid liposarcoma of the thigh. The t(12;16)(q13;p11) (FUS–DDIT3) translocation is characteristic, and MDM2 amplification supports a liposarcoma diagnosis.",0.9
a34ccb3b-21c0-47a7-8a3f-9fa0d8b1c0af,A 9 yr old child is restless. He is hyperactive and his teacher complains that he does not listen to the teachings. Disturbs other students he also shows less interest in playing.The likely diagnosis is:,"Attention-deficit/hyperactivity disorder (ADHD), a hyperkinetic disorder characterized by inattention, hyperactivity, and impulsivity.",1
18ab34f6-996a-4bd3-a0bd-90a6779ed210,A 40 years old female presents with a 2 years history of erythematous papulopustular lesions on the convexities of face. There is background of erythema and telangiectasia. The most probable diagnosis would be?,"Papulopustular rosacea (acne rosacea), given central facial erythema with telangiectasia and papulopustules without comedones.",1
9cdacfbf-345a-4818-b451-a8e0d42578a7,"A 3-day-old boy delivered at 32 weeks of gestation is experiencing respiratory distress syndrome. The physician detects a hea murmur characteristic of a patent ductus aeriosus, a diagnosis that is confirmed with an echocardiogram. Which embryonic structure is involved in this diagnosis?",The patent ductus arteriosus derives from the left sixth aortic arch (which normally becomes the ductus arteriosus/ligamentum arteriosum).,0.5
72de5c4e-5d5e-4c75-9cce-43a8a80035cd,"7-year-old male child present with normal vision 6/6 in right eye & hand movement perception close to the face in left eye. On fundoscopy, his right eye was normal & left eye showed retinal detachment, subretinal yellowish exudates and telangiectatic vessels. The most likely diagnosis is?","Coats disease (idiopathic retinal telangiectasia with exudative retinal detachment), classically unilateral in young boys with subretinal yellow exudates and telangiectatic vessels.",1
fde8f207-22f9-4069-b988-714cee31ba23,"When quinine was used as a treatment during a malaria outbreak, a small propoion of patients developed blackwater fever i.e. chronic kidney damage from the autoimmune effects of complement mediated hemolysis of quininized RBCs. In this case, what was the role of quinine?","Quinine acted as a hapten, binding to RBC membranes to form a neoantigen that triggered antibodies and complement-mediated (type II) hemolysis.",1
655d46a1-a0c8-48dd-bbd6-9e81c69bbb86,"A 15-year-old boy has unilateral nasal obstruction, mass in the cheek and epistaxis, the diagnosis is:",Juvenile nasopharyngeal angiofibroma—a benign but highly vascular tumor classically seen in adolescent males with unilateral obstruction and recurrent epistaxis.,1
ac1b541c-33a6-4229-abf8-97fd16ce9b71,"A 4 years child presents with a history of chronic left lower lobe pneumonitis. On contrast bronchography, the area involved with the pneumonitis does not fill whereas the area around it does fill. The most likely diagnosis ?","Pulmonary sequestration (likely intralobar), a non-communicating segment of lung causing recurrent left lower lobe infections and non-filling on bronchography.",1
