id,question,cop,opa,opb,opc,opd
66597542-9f43-42db-917f-f978a0d5d0a9,"A 27-year-old woman complains of constant back pain. She recently had an episode of severe chest and back pain that required narcotic medications, blood transfusions, and lots of fluids to treat. On examination, she is afebrile, with midthoracic tenderness on palpation. X-rays of the spine reveal periosteal reaction of the eighth thoracic vertebra. She has a chronic blood disorder where bone infarction can occur that may be difficult to distinguish from osteomyelitis.For the above patient with a hemoglobin abnormality, select the most likely diagnosis.",2,beta-thalassemia major,HbH disease,sickle cell disease,HbC disease
f0abda56-f335-473b-b220-d4945993605f,All except one are by pass procedures used in surgical management of lymphoedema,0,Homan's operation,Handley's operation,Kinmonth operation,Gillies operation
f3174e5d-b97d-4466-a361-5d630363e2be,"A 45 year old female presented with lower limb weakness, spasticity, urinary hesitancy and mid-dorsal intradural enhancing mass in Mill. What is the diagnosis –",1,Lipoma,Meningioma,Dermoid cyst,Neuroepithelial cyst
de3d5d68-00a5-4fa6-97dc-500372914c43,"An obese patient undergoes a gastric bypass procedure in order to lose weight but never returns for follow-up or continuing care. Three years later, he presents to an emergency room with fatigue, a glossy tongue, and a macrocytic and hyperchromic anemia. Which one of the following is deficient or malfunctioning in this patient, leading to this anemia?",0,Intrinsic factor,Gastrin,Iron,Lead
06a24113-ffbe-4ff0-b645-c7811132bad7,"A 35 year old male presenting with recurrent episodes of abdominal pain, jaundice and fatigue underwent MRCP (shown below). What is the most likely diagnosis?",0,Primary Sclerosing Cholangitis,Primary Biliary Cirrhosis,Oriental Cholangitis,Carolis Disease
eb004e50-c426-4427-b7e1-c63c0530d3e0,A patient was surgically treated for bilateral pheochromocytoma. He has staed developing gait abnormality hence MRI head was done. What is the probable diagnosis?,3,Autoimmune polyglandular syndrome,Multiple endocrine neoplasia type 3,Multiple endocrine neoplasia type 4,Von Hippel Landau Syndrome
a4315d33-ccb9-438f-a634-25c5e9cbce02,19.The current treatment of choice for a large antrochonal polyp in a 10 year old:,2,Intranasal polypectomy,Caldwell luc operation,Fess,Laterl rhinotomy and excision
4bfd4b86-8c49-40ba-8308-db55f41a9508,"A 2 month old child, born prematurely is brought with respiratory distress. Cardiac examination revealed increased pulse peessure and a pansystolic murmur best heard in 2nd left intercostal space. The most probable diagnosis would be",2,Atrial septal defect,Ventricular septal defect,Patent ductus aeriosus,Tetralogy of fallot's
3894e43f-83ec-4138-b146-9a5b9cd92a2c,"A 30-year-old mother of 2 children weighing 60 kg was taking combined oral contraceptive
pill containing levonorgestrel 0.15 mg + ethinylestradiol 30 μg per day cyclically (3 weeks treatment—
1 week gap). She developed fever with cough and was diagnosed as a case of pulmonary tuberculosis
after  sputum  smear  examination.  She  was  put  on  isoniazid  (300  mg)  +  rifampin  (600  mg)  +
pyrazinamide  (1.5  g)  +  ethambutol  (1.0  g)  daily  for  2  months,  followed  by  isoniazid  (600  mg)
+  rifampin  (600  mg)  thrice  weekly.  In  the  3rd  month,  she  failed  to  have  the  usual  withdrawal
bleeding during the gap period of contraceptive cycle. After 10 days, her urinary pregnancy test
was  found  to  be  positive.What  could  be  the  reason  for  failure  of  the  oral  contraceptive?",0,Rifampicin is enzyme inducer and induced metabolism of contraceptives,Ethambutol is enzyme inducer and induce metabolism of contraceptives,Both,
023d8cff-cf4b-4485-82d6-0e3383c0a232,"A 65-year old man presented with skin lesions on his chest and left arm and shoulder six weeks after i returning from a cacation in Belize at the beach in the fain forest. The lesions occasionally stung, drained a dark exudates, and enlarged despite two weeks of treatment with cephalexin. The patient had no constitutional symptoms. Physical examination reverled five nodules of varying sizes with surrounding erythema and a central pore through which a single, moving larva was observed. This condition is caused by -",0,Tungiasis,Cutaneous leishmaniasis,Bot fly,d) Onchocerciasis
56ce67e4-b8ec-4783-a8a6-646822995faa,"An 8-month-old male infant is admitted to the hospital because of a bacterial respiratory infection. The infant responds to appropriate antibiotic therapy, but is readmitted several weeks later because of severe otitis media. Over the next several months, the infant is admitted to the hospital multiple times for recurrent bacterial infections. Workup reveals extremely low serum antibody levels. The infant has no previous history of viral or fungal infections. The most likely diagnosis for this infant is",1,Isolated IgA deficiency,X-linked agammaglobulinemia of Bruton,Chronic granulomatous disease,DiGeorge's syndrome
4bc59e07-27fc-4352-80dc-7c0b3336b0e8,"A 34 year old rickshaw puller has been using heroin for the past ten years. One evening his family members found him unconscious. He was brought to the casualty. On examination he had bradycardia, shallow breathing, constricted pupils. His blood pressure was 100/70 mm of Hg. He had brisk bilateral deep tendon reflexes. The plantar reflexes were flexor on both sides. Which of the following is the best treatment for him ?",3,Buprenorphine,Flumazenil,Methadone,Naloxone
431dec7c-3b57-4f48-89ad-ccd047a97ebe,"A 36-year-old man presents with weight loss and a large palpable tumor in the upper abdomen. Endoscopy reveals an intact gastric mucosa without signs of carcinoma. Multiple biopsies show normal gastric mucosa. A UGI study shows a mass in the stomach. At surgery, a 3-kg mass is removed. It is necessary to remove the left side of the transverse colon. What is the most likely diagnosis?",1,Gastric cancer,Gastrointestinal stromal tumor (GIST),Choledochoduodenal fistula,Eosinophilic gastroenteritis
61fce9fb-7b4e-47c7-927e-59739ca9dbc6,A patient presents with signs of pneumonia. The bacterium obtained from sputum was a gram-positive cocci which showed alpha hemolysis on sheep agar. Which of the following test will help to confirm the diagnosis?,0,Bile solubility,Coagulase test,Bacitracin test,CAMP test
e9833219-2efb-4200-a46c-fe65717e6096,"A 32-year-old female nonsmoker is admitted with a 5-wk history of intermittent hemoptysis. She denies any sputum production, fever, or repeated infections. There is no history of contact with TB. On physical examination, the patient is afebrile; she has dullness on percussion and decreased breath sounds in the LLL zone posteriorly. CV exam is normal. PPD is 4-mm induration. Bronchoscopy shows a polypoid lesion paially obstructing the left lower lobe orifice. This lesion bled easily during the procedure. Bronchial washings are negative for malignancy and the biopsy is pending. Chest x-ray is shown below.What is the radiological diagnosis?",1,LLL pneumonia,LLL atelectasis,Pneumothorax,Pleural effusion
2680a06c-3a65-4446-ae9c-3dde09346ce4,"A 30 year old woman with sudden right–sided painful red eye associated with nausea, vomiting and headache. The diagnosis is –",0,Acute congestive glaucoma,Endophthalmitis,Eales disease,Trachoma
6633e9d3-1ab5-4757-9d3a-408e7df294c6,"A 48-year-old woman presents with severe recurrent peptic ulcer located in the proximal jejunum. Five years previously she underwent parathyroidectomy for hypercalcemia. Her brother was previously diagnosed as having Zollinger-Ellison syndrome. To confirm the diagnosis of Zollinger-Ellison syndrome, blood should be tested for levels of which of the following?",3,Parathyroid hormone,Histamine,Pepsin,Gastrin
234623af-543a-4e8c-b75a-e6bd4ff75862,A washerman presents with thickness erosion & discolouration of web spaces of toes diagnosis is:,3,Psoriasis,Tinea Unguum,Both,Candidiasis
af34403c-d5f9-43e5-814a-128ea42acb1b,"A 50 years male with fracture neck of femur comes after 3 days, treatment of choice is",3,hemiarthroplasty,total hip replacement,hip spika,CR&IF
0b94e1ef-dc4f-4ea2-8edd-f84c0ed7f4b4,"A 53-year-old male smoker, unemployed with no occupational exposure, is admitted with progressive shoness of breath. He has been unwell for some time and has received multiple courses of antibiotics for ""bronchitis."" During the prior 4 mo, he has not had any medical follow-up. On exam, he is afebrile but looks ill. Lung exams reveal diffuse rhonchi and crackles with no localizing signs. ABGs on room air show PaO2 of 68 mm Hg with mild compensated respiratory alkalosis. Sputum for AFB is negative. CXR is shown.Associated with this diagnosis is",0,Clubbing,Increased IgE,Hypocalcemia,Eosinophilia
2d25ef77-6392-4bb3-85b4-4e11b869e84f,A patient is found to be positive only for Anti HBsAg. All other viral markers are negative.The likely diagnosis is :,0,Vaccination,Chronic hepatitis B,Acute hepatitis B,Fulminant hepatitis B
f71b0aff-55f4-4f0e-9f00-183af39e4d94,A 5 year old girl came with history of progressively increasing pallor since birth and hepatosplenomegaly. Which of the following is the most relevant test for achieving diagnosis -,0,Hb electrophoresis,Peripheral smear examination,Osmotic fragility test,Bone marrow examination
50ca31cd-ef0e-453c-b51e-d379cab8c040,A boy age 8 years came to your dental clinic with no crowding in both arches. Lateral cephalogram reveals SNA angle of 78 and SNB angle of 82 the line of treatment is,0,Reverse pull head gear with chin cap,Frankel III (n) reverse activator,Surgery in both maxilla and mandible followed by definite orthodontic treatment,Extraction followed by orthodontic treatment
65da6854-f93f-4746-ab3d-e7423f2566c0,A patient presents to you with pain and swelling in the vagina. On examination you find a bluish bulge on the posterior vaginal wall behind the cervix. The history reveals that the swelling enlarges and becomes more painful with approaching menses. What is your diagnosis?,3,Ganer's duct cyst,Inclusion cyst,Baholins cyst,Endometriotic cyst
0cc568c6-786d-4f5d-ac28-a90e931a01b7,"A 46-year-old woman with hypertension and diabetes mellitus type II comes to the physician because of elevated blood pressure despite diet and exercise. She takes metformin to control her diabetes, Her temperature is 37°C (98.6°F), blood pressure is 146/72 mmHg, a pulse is 76/mm, respirations are 16/mu, and oxygen saturation is 98% on room air 

Which of the following medications is most likely to be prescribed?",2,Amlodipine,Furosemide,Lisinopril,Spironolactone
358c93b2-300b-48bc-ad29-bb7f3d51d113,"A 27 year old obese woman is presenting with oligomenorrhoea, infeility and hirsuitism. What is the most likely diagnosis?",0,Polycystic ovaries,Endometriosis,Pelvic inflammatory disease,Turner's syndrome
f6d40425-08a8-42f6-aea7-a85b86a20c52,Mrs Rekha having her child of 2yrs of age presents to her family obstetrician with 40 pruritis vulvae and amenorrhea She gives hco severe blood loss and failure of lactation during pregnancy She is lethargic and has cold intolerance She has got multiple skin infections and anemia What is the diagnosis?,0,Sheehans syndrome,Ashermann Syndrome,Prolactinomas,none
0371e252-5287-4798-886b-53ba0480cc13,A patient of 47 XXY karyotype presents with features of hypogonadism; likely diagnosis is :,1,Turners syndrome,Klinefelters syndrome,Edwards syndrome,Down syndrome
493a69bb-8334-4869-abf3-f24320527c7c,"h/o consumption of rice milk, child preseting with protruded abdomen low albumin but no proteinuria what is the probable diagnosis ?",0,kwashiorkar,marasmus,nephrotic syndrome,liver failure
6710779b-d062-4ce1-afa9-1221fab90dd1,"A 45year-O1d male has rhinitis, bronchial asthma, eosinophilia, and systemic vasculitis. What is the probable diagnosis?",2,Goodpasture syndrome,Cryptogenic fibrosing alveolitis,Churg-Strauss syndrome,Sarcoidosis
78a663de-b739-4077-90f4-f7109843afaa,An African-American patient shows a radiolucent area surrounding the apices of mandibular anterior teeth which are vital. The most probable diagnosis is,2,Periapical abscess,Periapical granuloma,Periapical cemental dysplasia,Condensing osteitis
210a8f4a-5a5b-4e9f-8d90-f279c8ce0b3e,"A patient with blunt trauma of abdomen at 48 hours, USG shows normal, but patient had tenderness in Left lumbar region. Best appropriate diagnosis is by (Recheck):",2,MCU,IVP,CECT abdomen,Repeat USG
